Date,Year,Month,Customer Age,Customer Gender,Country,State,ProductCategory,Sub Category,Quantity,Unit Cost,Unit Price,Cost,Revenue,Profit
8/31/2022,2022,August,51,M,Germany,Saarland,Bikes,Road Bikes,3,814.33,1006.333333,2443,3019,576
8/31/2022,2022,August,51,M,Germany,Saarland,Clothing,Vests,1,1080,1514,1080,1514,434
03/09/2022,2022,March,44,M,Germany,Nordrhein-Westfalen,Accessories,Cleaners,3,79.67,110,239,330,91
04/10/2022,2022,April,48,M,Germany,Nordrhein-Westfalen,Clothing,Gloves,1,98,146,98,146,48
7/22/2022,2022,July,49,F,Germany,Hessen,Accessories,Tires and Tubes,3,174,284,522,852,330
7/22/2022,2022,July,49,F,Germany,Hessen,Accessories,Tires and Tubes,3,46.67,70.333333,140,211,71
03/09/2022,2022,March,50,M,Germany,Saarland,Accessories,Tires and Tubes,2,50,78,100,156,56
12/26/2022,2022,December,50,M,Germany,Saarland,Accessories,Tires and Tubes,3,212.67,317.666667,638,953,315
12/26/2022,2022,December,50,M,Germany,Saarland,Accessories,Tires and Tubes,2,22.5,31,45,62,17
08/11/2022,2022,August,50,M,Germany,Saarland,Bikes,Road Bikes,2,1221.5,1378.5,2443,2757,314
03/12/2022,2022,March,17,F,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,2,1192,1590,2384,3180,796
04/09/2022,2022,April,30,M,Germany,Hessen,Clothing,Caps,2,13.5,18.5,27,37,10
6/17/2022,2022,June,30,M,Germany,Saarland,Clothing,Caps,1,135,206,135,206,71
04/10/2022,2022,April,30,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,293.5,435,587,870,283
04/10/2022,2022,April,30,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,32,53.333333,96,160,64
6/21/2022,2022,June,30,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,26.67,36.666667,80,110,30
6/26/2022,2022,June,30,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,150,219.5,300,439,139
6/26/2022,2022,June,30,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,48,71,48,71,23
07/01/2022,2022,July,30,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,43.5,54,87,108,21
07/01/2022,2022,July,30,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,55,76,110,152,42
9/17/2022,2022,September,30,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,31.67,44.666667,95,134,39
9/17/2022,2022,September,30,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,367.5,471.5,735,943,208
12/07/2022,2022,December,30,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,301,398.5,602,797,195
12/07/2022,2022,December,30,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,92,122,92,122,30
12/07/2022,2022,December,30,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,24,34.5,48,69,21
5/27/2022,2022,May,30,F,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,2,1192,1381.5,2384,2763,379
5/27/2022,2022,May,30,F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,1,50,79,50,79,29
5/27/2022,2022,May,30,F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,2,90,149,180,298,118
07/01/2022,2022,July,30,F,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,1,742,746,742,746,4
6/15/2022,2022,June,30,F,Germany,Brandenburg,Bikes,Touring Bikes,3,794.67,1012.333333,2384,3037,653
6/15/2022,2022,June,30,F,Germany,Brandenburg,Accessories,Helmets,1,910,1374,910,1374,464
7/31/2022,2022,July,31,M,Germany,Hessen,Bikes,Touring Bikes,2,607.5,758,1215,1516,301
07/03/2022,2022,July,31,F,Germany,Hamburg,Clothing,Socks,3,90,110.333333,270,331,61
7/31/2022,2022,July,31,F,Germany,Bayern,Accessories,Tires and Tubes,3,157.67,218.333333,473,655,182
7/31/2022,2022,July,31,F,Germany,Bayern,Accessories,Tires and Tubes,2,50,76,100,152,52
7/31/2022,2022,July,31,F,Germany,Bayern,Accessories,Hydration Packs,1,1210,2010,1210,2010,800
11/13/2022,2022,November,31,F,Germany,Bayern,Accessories,Tires and Tubes,1,90,123,90,123,33
11/13/2022,2022,November,31,F,Germany,Bayern,Accessories,Tires and Tubes,2,150,210,300,420,120
4/16/2022,2022,April,68,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,7,11.666667,21,35,14
4/16/2022,2022,April,68,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,52,75,52,75,23
4/16/2022,2022,April,68,M,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,3,159,234,477,702,225
4/15/2022,2022,April,34,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,186.33,275,559,825,266
4/15/2022,2022,April,34,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,25,38,50,76,26
3/26/2022,2022,March,34,F,Germany,Saarland,Accessories,Helmets,2,192.5,277.5,385,555,170
08/06/2022,2022,August,34,F,Germany,Saarland,Accessories,Helmets,3,163.33,220,490,660,170
08/06/2022,2022,August,34,F,Germany,Saarland,Clothing,Jerseys,2,540,646.5,1080,1293,213
8/18/2022,2022,August,34,F,Germany,Saarland,Accessories,Helmets,2,507.5,651.5,1015,1303,288
5/15/2022,2022,May,32,M,Germany,Saarland,Accessories,Tires and Tubes,1,630,1014,630,1014,384
7/26/2022,2022,July,32,M,Germany,Saarland,Accessories,Tires and Tubes,2,250,358.5,500,717,217
7/26/2022,2022,July,32,M,Germany,Saarland,Accessories,Tires and Tubes,3,14.67,23.666667,44,71,27
10/10/2022,2022,October,32,M,Germany,Saarland,Accessories,Tires and Tubes,1,4,5,4,5,1
12/13/2022,2022,December,32,M,Germany,Saarland,Accessories,Tires and Tubes,2,118,161,236,322,86
3/23/2022,2022,March,34,F,Germany,Hessen,Accessories,Helmets,2,385,533,770,1066,296
4/23/2022,2022,April,34,F,Germany,Hessen,Bikes,Touring Bikes,1,2384,3463,2384,3463,1079
4/26/2022,2022,April,34,F,Germany,Hessen,Bikes,Touring Bikes,3,794.67,1059.666667,2384,3179,795
05/04/2022,2022,May,34,F,Germany,Hessen,Accessories,Helmets,2,350,505.5,700,1011,311
7/20/2022,2022,July,34,F,Germany,Hessen,Bikes,Touring Bikes,1,1215,1407,1215,1407,192
7/20/2022,2022,July,34,F,Germany,Hessen,Accessories,Helmets,2,315,412,630,824,194
09/01/2022,2022,September,34,F,Germany,Hessen,Bikes,Touring Bikes,2,371,408.5,742,817,75
09/01/2022,2022,September,34,F,Germany,Hessen,Accessories,Helmets,1,665,902,665,902,237
09/03/2022,2022,September,34,F,Germany,Hessen,Bikes,Touring Bikes,1,742,786,742,786,44
09/03/2022,2022,September,34,F,Germany,Hessen,Accessories,Helmets,1,770,1072,770,1072,302
09/11/2022,2022,September,34,F,Germany,Hessen,Bikes,Touring Bikes,2,371,413.5,742,827,85
07/02/2022,2022,July,18,F,Germany,Hamburg,Bikes,Touring Bikes,1,1215,1220,1215,1220,5
07/02/2022,2022,July,18,F,Germany,Hamburg,Clothing,Jerseys,2,783,920,1566,1840,274
2/18/2022,2022,February,19,M,Germany,Bayern,Accessories,Tires and Tubes,3,14.33,20.333333,43,61,18
2/18/2022,2022,February,19,M,Germany,Bayern,Accessories,Tires and Tubes,1,57,80,57,80,23
12/13/2022,2022,December,19,M,Germany,Bayern,Accessories,Tires and Tubes,1,16,23,16,23,7
12/13/2022,2022,December,19,M,Germany,Bayern,Accessories,Tires and Tubes,2,15,20.5,30,41,11
8/20/2022,2022,August,20,F,Germany,Saarland,Bikes,Touring Bikes,2,607.5,766,1215,1532,317
8/20/2022,2022,August,20,F,Germany,Saarland,Accessories,Helmets,1,140,174,140,174,34
02/12/2022,2022,February,21,F,Germany,Saarland,Accessories,Tires and Tubes,3,36,51.333333,108,154,46
02/12/2022,2022,February,21,F,Germany,Saarland,Clothing,Jerseys,1,600,854,600,854,254
4/18/2022,2022,April,21,F,Germany,Saarland,Accessories,Tires and Tubes,3,215,342.666667,645,1028,383
4/18/2022,2022,April,21,F,Germany,Saarland,Clothing,Jerseys,1,1566,2592,1566,2592,1026
5/15/2022,2022,May,21,F,Germany,Bayern,Clothing,Jerseys,2,550,801.5,1100,1603,503
8/29/2022,2022,August,21,F,Germany,Bayern,Bikes,Touring Bikes,3,405,427,1215,1281,66
8/29/2022,2022,August,21,F,Germany,Bayern,Clothing,Caps,1,117,161,117,161,44
8/29/2022,2022,August,21,F,Germany,Bayern,Clothing,Jerseys,1,450,619,450,619,169
10/16/2022,2022,October,23,F,Germany,Bayern,Clothing,Caps,1,144,161,144,161,17
06/03/2022,2022,June,24,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,50,72.333333,150,217,67
10/01/2022,2022,October,24,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,129,185.666667,387,557,170
10/01/2022,2022,October,24,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,14,18,14,18,4
01/11/2022,2022,January,58,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,516,769,516,769,253
01/11/2022,2022,January,58,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,64,98,64,98,34
01/11/2022,2022,January,58,F,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,24,36,48,72,24
02/09/2022,2022,February,36,F,Germany,Saarland,Accessories,Helmets,1,70,102,70,102,32
9/21/2022,2022,September,36,F,Germany,Saarland,Bikes,Touring Bikes,3,405,453.333333,1215,1360,145
9/21/2022,2022,September,36,F,Germany,Saarland,Accessories,Bottles and Cages,1,80,103,80,103,23
9/21/2022,2022,September,36,F,Germany,Saarland,Accessories,Bottles and Cages,3,9,12.333333,27,37,10
9/21/2022,2022,September,36,F,Germany,Saarland,Accessories,Helmets,2,507.5,665,1015,1330,315
10/03/2022,2022,October,37,F,Germany,Saarland,Bikes,Touring Bikes,1,1215,1393,1215,1393,178
10/03/2022,2022,October,37,F,Germany,Saarland,Clothing,Caps,2,9,13,18,26,8
03/04/2022,2022,March,39,M,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,2,1192,1546.5,2384,3093,709
11/26/2022,2022,November,39,M,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,1,1215,1335,1215,1335,120
11/26/2022,2022,November,39,M,Germany,Nordrhein-Westfalen,Clothing,Socks,3,30,41.333333,90,124,34
12/11/2022,2022,December,27,F,Germany,Nordrhein-Westfalen,Clothing,Jerseys,1,540,688,540,688,148
01/08/2022,2022,January,28,F,Germany,Hamburg,Accessories,Tires and Tubes,2,65,98,130,196,66
01/08/2022,2022,January,28,F,Germany,Hamburg,Accessories,Tires and Tubes,2,56,88,112,176,64
01/08/2022,2022,January,28,F,Germany,Hamburg,Accessories,Tires and Tubes,1,50,75,50,75,25
07/06/2022,2022,July,28,F,Germany,Hamburg,Accessories,Tires and Tubes,1,193,295,193,295,102
07/06/2022,2022,July,28,F,Germany,Hamburg,Accessories,Tires and Tubes,3,36,58,108,174,66
1/28/2022,2022,January,27,M,Germany,Saarland,Bikes,Touring Bikes,2,1192,1327.5,2384,2655,271
12/20/2022,2022,December,27,M,Germany,Saarland,Bikes,Touring Bikes,1,1215,1275,1215,1275,60
6/13/2022,2022,June,28,F,Germany,Hessen,Clothing,Caps,3,57,95,171,285,114
9/23/2022,2022,September,28,F,Germany,Hessen,Clothing,Caps,3,90,116,270,348,78
1/16/2022,2022,January,29,F,Germany,Bayern,Bikes,Touring Bikes,1,1215,1501,1215,1501,286
1/16/2022,2022,January,29,F,Germany,Bayern,Accessories,Bottles and Cages,3,6,9,18,27,9
1/16/2022,2022,January,29,F,Germany,Bayern,Accessories,Bottles and Cages,2,2.5,4,5,8,3
1/16/2022,2022,January,29,F,Germany,Bayern,Clothing,Caps,2,103.5,139,207,278,71
2/14/2022,2022,February,29,F,Germany,Bayern,Accessories,Bottles and Cages,3,26.67,40,80,120,40
2/14/2022,2022,February,29,F,Germany,Bayern,Accessories,Bottles and Cages,3,15,22,45,66,21
05/07/2022,2022,May,29,F,Germany,Bayern,Clothing,Caps,1,180,268,180,268,88
06/10/2022,2022,June,29,F,Germany,Bayern,Bikes,Touring Bikes,3,247.33,272.333333,742,817,75
10/02/2022,2022,October,29,F,Germany,Bayern,Clothing,Caps,3,21,28,63,84,21
1/22/2022,2022,January,17,M,Germany,Saarland,Bikes,Touring Bikes,3,405,531.333333,1215,1594,379
1/22/2022,2022,January,17,M,Germany,Saarland,Clothing,Caps,3,63,99.666667,189,299,110
1/30/2022,2022,January,19,M,Germany,Hamburg,Bikes,Touring Bikes,1,1215,1638,1215,1638,423
06/09/2022,2022,June,24,M,Germany,Brandenburg,Bikes,Road Bikes,2,850.5,1106,1701,2212,511
06/09/2022,2022,June,24,M,Germany,Brandenburg,Accessories,Tires and Tubes,3,36,57.666667,108,173,65
06/09/2022,2022,June,24,M,Germany,Brandenburg,Accessories,Tires and Tubes,2,12.5,19.5,25,39,14
06/09/2022,2022,June,24,M,Germany,Brandenburg,Accessories,Helmets,1,525,784,525,784,259
8/16/2022,2022,August,24,M,Germany,Bayern,Bikes,Road Bikes,1,1120,1305,1120,1305,185
8/16/2022,2022,August,24,M,Germany,Bayern,Accessories,Helmets,2,52.5,72,105,144,39
8/16/2022,2022,August,24,M,Germany,Bayern,Clothing,Caps,3,24,31.666667,72,95,23
03/01/2022,2022,March,24,F,Germany,Bayern,Accessories,Helmets,3,245,359.666667,735,1079,344
8/24/2022,2022,August,24,F,Germany,Bayern,Accessories,Helmets,2,157.5,212.5,315,425,110
9/14/2022,2022,September,24,F,Germany,Bayern,Accessories,Helmets,3,268.33,386,805,1158,353
1/18/2022,2022,January,24,M,Germany,Hessen,Bikes,Road Bikes,3,180,247,540,741,201
03/09/2022,2022,March,24,M,Germany,Hessen,Bikes,Road Bikes,3,180,213,540,639,99
04/06/2022,2022,April,24,M,Germany,Hessen,Bikes,Road Bikes,1,540,681,540,681,141
7/30/2022,2022,July,24,M,Germany,Hessen,Bikes,Road Bikes,3,814.33,991.666667,2443,2975,532
9/23/2022,2022,September,24,M,Germany,Hessen,Bikes,Road Bikes,3,373.33,418,1120,1254,134
11/17/2022,2022,November,24,M,Germany,Hessen,Bikes,Road Bikes,2,850.5,1037,1701,2074,373
01/08/2022,2022,January,25,M,Germany,Saarland,Bikes,Touring Bikes,3,405,523.333333,1215,1570,355
01/08/2022,2022,January,25,M,Germany,Saarland,Clothing,Jerseys,3,216.67,304.666667,650,914,264
3/28/2022,2022,March,25,M,Germany,Saarland,Bikes,Touring Bikes,2,1192,1598,2384,3196,812
06/05/2022,2022,June,25,M,Germany,Saarland,Bikes,Touring Bikes,2,607.5,765.5,1215,1531,316
09/04/2022,2022,September,26,F,Germany,Hamburg,Clothing,Caps,1,270,341,270,341,71
1/16/2022,2022,January,26,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,17.33,25,52,75,23
02/01/2022,2022,February,26,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,290,467.5,580,935,355
02/01/2022,2022,February,26,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,135,201,135,201,66
2/20/2022,2022,February,26,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,43,62.666667,129,188,59
2/20/2022,2022,February,26,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,64,97,64,97,33
03/01/2022,2022,March,26,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,68,103,68,103,35
03/06/2022,2022,March,26,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,78.67,129.666667,236,389,153
7/27/2022,2022,July,26,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,232,357,464,714,250
7/27/2022,2022,July,26,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,21.67,33.666667,65,101,36
09/07/2022,2022,September,26,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,100,128,100,128,28
09/07/2022,2022,September,26,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,40,56,80,112,32
02/07/2022,2022,February,26,M,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,1,1215,1555,1215,1555,340
02/07/2022,2022,February,26,M,Germany,Nordrhein-Westfalen,Clothing,Jerseys,1,400,584,400,584,184
2/20/2022,2022,February,26,M,Germany,Nordrhein-Westfalen,Clothing,Jerseys,3,216.67,280,650,840,190
03/08/2022,2022,March,27,F,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,2,607.5,767.5,1215,1535,320
03/08/2022,2022,March,27,F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,2,45,68.5,90,137,47
03/08/2022,2022,March,27,F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,2,62.5,101,125,202,77
11/06/2022,2022,November,27,F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,3,83.33,114.666667,250,344,94
11/06/2022,2022,November,27,F,Germany,Nordrhein-Westfalen,Accessories,Bottles and Cages,2,35,48,70,96,26
12/11/2022,2022,December,27,F,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,2,607.5,644,1215,1288,73
03/05/2022,2022,March,27,M,Germany,Hamburg,Bikes,Touring Bikes,3,405,512.666667,1215,1538,323
03/05/2022,2022,March,27,M,Germany,Hamburg,Clothing,Jerseys,2,325,475,650,950,300
12/06/2022,2022,December,27,M,Germany,Hamburg,Bikes,Touring Bikes,1,1215,1471,1215,1471,256
03/01/2022,2022,March,29,M,Germany,Hessen,Clothing,Jerseys,1,540,713,540,713,173
4/28/2022,2022,April,29,M,Germany,Hessen,Bikes,Touring Bikes,3,405,498.666667,1215,1496,281
4/28/2022,2022,April,29,M,Germany,Hessen,Clothing,Jerseys,3,72,107.666667,216,323,107
05/03/2022,2022,May,29,M,Germany,Hessen,Bikes,Touring Bikes,1,2384,2767,2384,2767,383
07/05/2022,2022,July,29,M,Germany,Hessen,Bikes,Touring Bikes,2,1192,1354,2384,2708,324
4/22/2022,2022,April,23,F,Germany,Bayern,Bikes,Touring Bikes,1,1215,1540,1215,1540,325
4/22/2022,2022,April,23,F,Germany,Bayern,Accessories,Bottles and Cages,2,32.5,47,65,94,29
4/22/2022,2022,April,23,F,Germany,Bayern,Accessories,Bottles and Cages,3,3,4.666667,9,14,5
1/22/2022,2022,January,17,M,Germany,Saarland,Accessories,Tires and Tubes,2,232,351.5,464,703,239
1/22/2022,2022,January,17,M,Germany,Saarland,Accessories,Tires and Tubes,3,26.67,41.666667,80,125,45
1/22/2022,2022,January,17,M,Germany,Saarland,Accessories,Helmets,1,385,620,385,620,235
02/01/2022,2022,February,17,M,Germany,Saarland,Accessories,Tires and Tubes,3,18.67,26.333333,56,79,23
02/01/2022,2022,February,17,M,Germany,Saarland,Accessories,Helmets,3,151.67,231.333333,455,694,239
12/13/2022,2022,December,17,M,Germany,Saarland,Accessories,Tires and Tubes,1,52,73,52,73,21
12/13/2022,2022,December,17,M,Germany,Saarland,Accessories,Tires and Tubes,2,172,240,344,480,136
12/13/2022,2022,December,17,M,Germany,Saarland,Accessories,Helmets,2,52.5,73.5,105,147,42
04/10/2022,2022,April,19,F,Germany,Hessen,Accessories,Tires and Tubes,1,430,603,430,603,173
04/10/2022,2022,April,19,F,Germany,Hessen,Accessories,Tires and Tubes,3,16,23.333333,48,70,22
04/10/2022,2022,April,19,F,Germany,Hessen,Accessories,Cleaners,3,66.33,105.666667,199,317,118
5/31/2022,2022,May,19,M,Germany,Hessen,Bikes,Touring Bikes,2,607.5,683,1215,1366,151
5/31/2022,2022,May,19,M,Germany,Hessen,Accessories,Bottles and Cages,2,40,58.5,80,117,37
5/31/2022,2022,May,19,M,Germany,Hessen,Accessories,Bottles and Cages,3,78,118.333333,234,355,121
12/19/2022,2022,December,19,M,Germany,Hessen,Accessories,Bottles and Cages,2,30,42,60,84,24
12/19/2022,2022,December,19,M,Germany,Hessen,Accessories,Bottles and Cages,3,63.33,84.666667,190,254,64
04/12/2022,2022,April,26,F,Germany,Hamburg,Accessories,Tires and Tubes,1,630,945,630,945,315
04/12/2022,2022,April,26,F,Germany,Hamburg,Accessories,Tires and Tubes,3,31.67,47,95,141,46
4/28/2022,2022,April,26,F,Germany,Hamburg,Accessories,Helmets,2,472.5,735.5,945,1471,526
08/02/2022,2022,August,26,F,Germany,Hamburg,Accessories,Tires and Tubes,1,40,52,40,52,12
08/02/2022,2022,August,26,F,Germany,Hamburg,Accessories,Tires and Tubes,2,215,305,430,610,180
08/02/2022,2022,August,26,F,Germany,Hamburg,Accessories,Helmets,1,385,525,385,525,140
09/04/2022,2022,September,26,F,Germany,Hamburg,Accessories,Tires and Tubes,1,602,849,602,849,247
09/08/2022,2022,September,26,F,Germany,Hamburg,Accessories,Tires and Tubes,2,28,38,56,76,20
09/08/2022,2022,September,26,F,Germany,Hamburg,Accessories,Tires and Tubes,3,35.67,43.666667,107,131,24
09/08/2022,2022,September,26,F,Germany,Hamburg,Accessories,Helmets,2,262.5,353,525,706,181
6/22/2022,2022,June,26,M,Germany,Hamburg,Accessories,Tires and Tubes,2,2,3,4,6,2
6/22/2022,2022,June,26,M,Germany,Hamburg,Accessories,Tires and Tubes,2,86,129,172,258,86
12/05/2022,2022,December,26,M,Germany,Bayern,Accessories,Tires and Tubes,1,225,317,225,317,92
12/05/2022,2022,December,26,M,Germany,Bayern,Accessories,Tires and Tubes,2,25,32.5,50,65,15
07/01/2022,2022,July,42,M,Germany,Hamburg,Accessories,Bottles and Cages,1,25,38,25,38,13
09/02/2022,2022,September,42,M,Germany,Hamburg,Bikes,Road Bikes,3,814.33,873,2443,2619,176
09/02/2022,2022,September,42,M,Germany,Hamburg,Accessories,Bottles and Cages,3,42,60.333333,126,181,55
09/02/2022,2022,September,42,M,Germany,Hamburg,Accessories,Bottles and Cages,1,150,199,150,199,49
10/02/2022,2022,October,42,M,Germany,Hamburg,Accessories,Bottles and Cages,2,67.5,92.5,135,185,50
10/02/2022,2022,October,42,M,Germany,Hamburg,Accessories,Bottles and Cages,2,99,128.5,198,257,59
01/07/2022,2022,January,43,F,Germany,Bayern,Accessories,Tires and Tubes,1,451,647,451,647,196
01/07/2022,2022,January,43,F,Germany,Bayern,Accessories,Tires and Tubes,3,14.67,22.666667,44,68,24
4/20/2022,2022,April,43,F,Germany,Bayern,Accessories,Tires and Tubes,2,116,163.5,232,327,95
4/20/2022,2022,April,43,F,Germany,Bayern,Accessories,Tires and Tubes,2,5,8,10,16,6
04/11/2022,2022,April,53,F,Germany,Saarland,Accessories,Tires and Tubes,2,203,294.5,406,589,183
04/11/2022,2022,April,53,F,Germany,Saarland,Accessories,Tires and Tubes,3,1.67,2.333333,5,7,2
12/15/2022,2022,December,53,F,Germany,Saarland,Accessories,Tires and Tubes,3,90,118.333333,270,355,85
12/15/2022,2022,December,53,F,Germany,Saarland,Accessories,Tires and Tubes,1,15,19,15,19,4
9/14/2022,2022,September,45,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,188.5,262.5,377,525,148
9/14/2022,2022,September,45,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,18,23,18,23,5
9/14/2022,2022,September,45,M,Germany,Nordrhein-Westfalen,Clothing,Jerseys,2,50,67,100,134,34
12/05/2022,2022,December,45,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,12.5,16.5,25,33,8
12/05/2022,2022,December,45,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,7,9,7,9,2
11/26/2022,2022,November,47,F,Germany,Saarland,Accessories,Tires and Tubes,1,174,238,174,238,64
11/26/2022,2022,November,47,F,Germany,Saarland,Accessories,Tires and Tubes,3,33.33,47,100,141,41
6/29/2022,2022,June,48,M,Germany,Hamburg,Clothing,Caps,3,27,38.333333,81,115,34
3/13/2022,2022,March,30,M,Germany,Bayern,Bikes,Touring Bikes,2,1192,1571.5,2384,3143,759
7/24/2022,2022,July,30,M,Germany,Bayern,Bikes,Touring Bikes,3,247.33,269.333333,742,808,66
8/23/2022,2022,August,30,M,Germany,Bayern,Bikes,Touring Bikes,3,794.67,873,2384,2619,235
04/09/2022,2022,April,30,M,Germany,Hessen,Bikes,Touring Bikes,2,1192,1635.5,2384,3271,887
5/14/2022,2022,May,30,M,Germany,Hessen,Bikes,Touring Bikes,1,742,934,742,934,192
07/07/2022,2022,July,30,M,Germany,Hessen,Bikes,Touring Bikes,3,247.33,271.666667,742,815,73
07/07/2022,2022,July,30,M,Germany,Hessen,Clothing,Jerseys,2,150,192.5,300,385,85
8/26/2022,2022,August,30,F,Germany,Bayern,Accessories,Bottles and Cages,1,45,66,45,66,21
7/17/2022,2022,July,31,M,Germany,Saarland,Bikes,Touring Bikes,3,405,480.333333,1215,1441,226
8/24/2022,2022,August,31,M,Germany,Saarland,Bikes,Touring Bikes,1,742,826,742,826,84
8/24/2022,2022,August,31,M,Germany,Hamburg,Bikes,Touring Bikes,1,742,859,742,859,117
1/29/2022,2022,January,33,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,10,15,20,30,10
4/22/2022,2022,April,33,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,2,86,129,172,258,86
4/22/2022,2022,April,33,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,1.33,2,4,6,2
4/22/2022,2022,April,33,M,Germany,Nordrhein-Westfalen,Accessories,Helmets,3,280,410,840,1230,390
8/29/2022,2022,August,33,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,3,18.67,24,56,72,16
8/29/2022,2022,August,33,M,Germany,Nordrhein-Westfalen,Accessories,Tires and Tubes,1,537,733,537,733,196
8/29/2022,2022,August,33,M,Germany,Nordrhein-Westfalen,Accessories,Helmets,2,245,306,490,612,122
09/11/2022,2022,September,34,F,Germany,Hessen,Clothing,Caps,2,4.5,6,9,12,3
1/19/2022,2022,January,32,F,Germany,Nordrhein-Westfalen,Clothing,Caps,3,90,130.333333,270,391,121
2/19/2022,2022,February,20,M,Germany,Bayern,Accessories,Tires and Tubes,1,150,237,150,237,87
2/19/2022,2022,February,20,M,Germany,Bayern,Accessories,Tires and Tubes,3,7.67,11.666667,23,35,12
11/02/2022,2022,November,20,M,Germany,Bayern,Accessories,Tires and Tubes,1,645,939,645,939,294
11/02/2022,2022,November,20,M,Germany,Bayern,Accessories,Tires and Tubes,2,4.5,6,9,12,3
11/06/2022,2022,November,20,M,Germany,Bayern,Accessories,Tires and Tubes,1,90,123,90,123,33
11/06/2022,2022,November,20,M,Germany,Bayern,Accessories,Tires and Tubes,1,9,12,9,12,3
11/15/2022,2022,November,20,M,Germany,Bayern,Accessories,Tires and Tubes,1,623,822,623,822,199
9/17/2022,2022,September,18,F,Germany,Saarland,Accessories,Bike Stands,3,159,217.666667,477,653,176
01/06/2022,2022,January,35,F,Germany,Hamburg,Bikes,Road Bikes,3,373.33,437.333333,1120,1312,192
01/06/2022,2022,January,35,F,Germany,Hamburg,Accessories,Helmets,2,367.5,592.5,735,1185,450
01/06/2022,2022,January,35,F,Germany,Hamburg,Clothing,Caps,2,36,49.5,72,99,27
10/27/2022,2022,October,19,F,Germany,Nordrhein-Westfalen,Bikes,Touring Bikes,2,371,408.5,742,817,75
10/27/2022,2022,October,19,F,Germany,Nordrhein-Westfalen,Accessories,Bike Stands,1,1431,1958,1431,1958,527
7/26/2022,2022,July,21,M,Germany,Hamburg,Accessories,Tires and Tubes,2,279.5,449,559,898,339
